id,name,Average_sentiment,Google rating,Level of popularity,Increase of popularity,Cat_detailed,address,zipcode,lat,lng,area,other_city,age,way of travel,Latitud_google,Longitud_google,dirección_google,Latitud,Longitud,Dirección,Rating,Precio
3355,"Peñacerrada-Urizaharra, Laguardia, Elvillar/Bilar, Oyón-Oion",relax,,,,route,,,,,Euskadi,Kripan; Elvillar/Bilar; Laguardia; Lanciego/Lantziego; Moreda de Álava/Moreda Araba; Oyón-Oion; Peñacerrada-Urizaharra,young,alone,426441769.0,-27134227.0,"01212 Urizaharra, Ãlava, Spain",,,,,
3356,"Labastida, Elciego, Lapuebla de Labarca, Lanciego-Lantziego",relax,,,,route,,,,,Euskadi,Salinillas de Buradón/Gatzaga Buradon; Assa; Lapuebla de Labarca; Samaniego; Villabuena de Álava/Eskuernaga; Elciego; Labastida/Bastida,adult,in groups,425625422.0,-25116145.0,"01308 Lantziego, Ãlava, Spain",42.5481798,-2.5049414,"Lanciego / Lantziego, Álava, España",N/A,N/A
3357,San Sebastián-Mutriku,curious,,,,route,,,,,Euskadi,Deba; Itziar; Mutriku; Orio; Donostia / San Sebastián; Zarautz; Zumaia,young,in groups,433059287.0,-23872807.0,"20830 Mutriku, Gipuzkoa, Spain",43.318334,-1.9812313,"San Sebastián, Gipuzkoa, España",N/A,N/A
3358,San Sebastián-Pasaia-Irun,curious,,,,route,,,,,Euskadi,Irun; Lezo; Pasai Donibane; Donostia / San Sebastián,adult,in couple,4332547030000000.0,-19301396.0,"Pasaia, Gipuzkoa, Spain",43.3242235,-1.9333846,"San Sebastian Kalea, 20110 Pasaia, Gipuzkoa, España",N/A,N/A
3359,San Sebastián-Arantzazu,relax,,,,route,,,,,Euskadi,Azkoitia; Azpeitia; Zestoa; Legazpi; Donostia / San Sebastián; Urretxu; Zumarraga,old,in groups,429793458.0,-23977928.0,"Arantzazu, 20567, Gipuzkoa, Spain",43.3004852,-1.9897203,"C. Alto de Errondo, 121, 20009 Donostia-San Sebastian, Gipuzkoa, España",4.6,N/A
3360,Zabalgana-Armentia,relax,,,,route,,,,,Euskadi,Armentia; Vitoria-Gasteiz,old,in groups,428422852.0,-27022428.0,"Zabalgana, Gasteiz, Araba, Spain",42.8422852,-2.7022428,"Zabalgana, Vitoria-Gasteiz, Álava, España",N/A,N/A
3361,Apatamonasterio-Errotabarri,relax,,,,route,,,,,Euskadi,Durango; Apatamonasterio; Arrazola | Diseminado; Elorrio,adult,alone,431355934.0,-27813968.0,"Errotabarri Auzoa, 48142 Gaztelu-Elexabeitia, Bizkaia, Spain",43.1876907,-2.5092964,"Izarra, Zearkale Kalea, 34, 48260 Ermua, Bizkaia, España",4.8,N/A
3362,Un paseo por Santurtzi: Puerto escultórico,relax,,,,route,,,43.33046138135751,-3.030960559844971,Euskadi,Santurtzi,young,alone,43328128.0,-30336586.0,"Santurtzi, Biscay, Spain",,,,,
3363,San Sebastián-Pasaia,curious,,,,route,,,,,Euskadi,Pasai San Pedro; Pasai Donibane; Donostia / San Sebastián,adult,in groups,433242235.0,-19333846.0,"San Sebastian Kalea, 20110 Pasaia, Gipuzkoa, Spain",43.3242235,-1.9333846,"San Sebastian Kalea, 20110 Pasaia, Gipuzkoa, España",N/A,N/A
3364,Puerta de Santa María-Puerta de San Nicolás,relax,,,,route,,,43.36145581844578,-1.791659295558929,Euskadi,,adult,alone,433618931.0,-1791434.0,"Nagusi Kalea, 33, 20280 Hondarribia, Gipuzkoa, Spain",43.3639946,-1.7935298,"Kalea Uria Harresia, 1, 20280 Hondarribia, Gipuzkoa, España",4.5,N/A
3365,Pintxos por San Sebastián,relax,,,,route,,,43.32359326047225,-1.97129487991333,Euskadi,Donostia / San Sebastián,adult,in couple,43318334.0,-19812313.0,"Donostia-San Sebastian, Gipuzkoa, Spain",43.3243526,-1.972413,"Calle del, General Artetxe Kalea, 8, 20002 Donostia-San Sebastian, Gipuzkoa, España",4.3,2
3366,Poteo en Bilbao,curious,,,,route,,,43.26231557983237,-2.941938042640686,Euskadi,Bilbao,old,in couple,432630126.0,-29349852.0,"Bilbao, Biscay, Spain",43.2542149,-2.923116,"Urazurrutia Kalea, 1, 48003 Bilbo, Bizkaia, España",4.9,N/A
3367,Zierbena-Ondarroa,relax,,,,route,,,,,Euskadi,Ondarroa; Bilbao; Santurtzi,young,in family,4332302199999990.0,-2422308.0,"Ondarroa, Biscay, Spain",43.3505098,-3.0926899,"Ciérvana, Vizcaya, España",N/A,N/A
3368,Mutriku-San Sebastián,relax,,,,route,,,,,Euskadi,Donostia / San Sebastián; Bergara; Getaria; Mutriku,old,alone,433059287.0,-23872807.0,"20830 Mutriku, Gipuzkoa, Spain",43.3059287,-2.3872807,"20830 Motrico, Gipuzkoa, España",N/A,N/A
3369,Tolosa-Vitoria-Gasteiz,relax,,,,route,,,,,Euskadi,Pobes; Tolosa; Gernika-Lumo; Balmaseda,young,alone,428531869.0,-26732421.0,"Vitoria-Gasteiz, Ãlava, Spain",43.1347544,-2.0750946,"20400 Tolosa, Gipuzkoa, España",N/A,N/A
3370,Vitoria-Gasteiz-Irun,curious,,,,route,,,,,Euskadi,Deba; Vitoria-Gasteiz; Durango; Bilbao; Urkiola | Diseminado; Zelaieta | Abadiño-Zelaieta; Bergara; Bidasoa | Diseminado; Tolosa,young,alone,433380969.0,-17888483.0,"Irun, Gipuzkoa, Spain",42.8531869,-2.6732421,"Vitoria-Gasteiz, Álava, España",N/A,N/A
3371,Hondarribia-Gernika,relax,,,,route,,,,,Euskadi,Laudio/Llodio; Vitoria-Gasteiz; Ibarra; Laguardia; Tolosa; Gernika-Lumo; Idiazabal,young,alone,433708434.0,-18001488.0,"Hondarribia, Gipuzkoa, Spain",43.3620603,-1.792637,"Harresilanda Kalea, 7, 20280 Hondarribia, Gipuzkoa, España",4.9,N/A
3372,Irun/Hondarribia-San Sebastián,relax,,,,route,,,,,Euskadi,Irun; Lezo; Pasai Donibane; Donostia / San Sebastián,young,in groups,433708434.0,-18001488.0,"Hondarribia, Gipuzkoa, Spain",43.3708434,-1.8001488,"Hondarribia, Gipuzkoa, España",N/A,N/A
3373,San Sebastián-Zarautz,relax,,,,route,,,,,Euskadi,Zarautz; Donostia / San Sebastián; Orio; Aia,old,in couple,43284771.0,-21713967.0,"20800 Zarautz, Gipuzkoa, Spain",43.284771,-2.1713967,"20800 Zarauz, Gipuzkoa, España",N/A,N/A
3374,Zarautz-Deba,curious,,,,route,,,,,Euskadi,Zarautz; Zumaia; Deba; Getaria,adult,in couple,43284771.0,-21713967.0,"20800 Zarautz, Gipuzkoa, Spain",,,,,
3375,Deba-Markina-Xemein,relax,,,,route,,,,,Euskadi,Deba; Markina-Xemein,old,in couple,43296302.0,-23523692.0,"20820 Deba, Gipuzkoa, Spain",43.296302,-2.3523692,"20820 Deva, Gipuzkoa, España",N/A,N/A
3376,Markina-Xemein-Gernika-Lumo,relax,,,,route,,,,,Euskadi,Bolibar; Markina-Xemein; Gernika-Lumo,old,in couple,43267298.0,-249628.0,"Markina-Xemein, Biscay, Spain",43.267298,-2.49628,"Marquina-Jeméin, Vizcaya, España",N/A,N/A
3377,Gernika-Lumo-Bilbao,relax,,,,route,,,,,Euskadi,Bilbao; Gernika-Lumo,old,alone,432630126.0,-29349852.0,"Bilbao, Biscay, Spain",43.31233779999999,-2.6934166,"Guernica y Luno, Vizcaya, España",N/A,N/A
3378,Bilbao-Portugalete,curious,,,,route,,,,,Euskadi,Portugalete; Bilbao; Sestao,adult,in family,433182479.0,-30211969.0,"Portugalete, Biscay, Spain",43.3182479,-3.0211969,"Portugalete, Vizcaya, España",N/A,N/A
3379,Irun-Hernani,curious,,,,route,,,,,Euskadi,Astigarraga; Hernani; Irun,old,alone,4326579280000000.0,-19768497.0,"20120 Hernani, Gipuzkoa, Spain",43.26579280000001,-1.9768497,"20120 Hernani, Gipuzkoa, España",N/A,N/A
3380,Hernani - Tolosa,relax,,,,route,,,,,Euskadi,Urnieta; Tolosa; Villabona; Andoain; Anoeta; Hernani,adult,in family,4326579280000000.0,-19768497.0,"20120 Hernani, Gipuzkoa, Spain",,,,,
3381,Tolosa-Zegama,relax,,,,route,,,,,Euskadi,Idiazabal; Alegia; Legorreta; Olaberria; Segura; Tolosa; Ordizia; Itsasondo; Beasain; Zegama; Zerain,old,in family,429759169.0,-22909896.0,"20215 Zegama, Gipuzkoa, Spain",,,,,
3382,Zegama-Salvatierra-Agurain,curious,,,,route,,,,,Euskadi,Zalduondo; Agurain/Salvatierra; Zegama,adult,in couple,429759169.0,-22909896.0,"20215 Zegama, Gipuzkoa, Spain",42.9759169,-2.2909896,"20215 Cegama, Gipuzkoa, España",N/A,N/A
3383,Salvatierra-Vitoria,relax,,,,route,,,,,Euskadi,Agurain/Salvatierra; Vitoria-Gasteiz; Elburgo/Burgelu; Alegría-Dulantzi,old,in family,428531869.0,-26732421.0,"Vitoria-Gasteiz, Ãlava, Spain",42.8492556,-2.389047,"Salvatierra / Agurain, Álava, España",N/A,N/A
3384,Vitoria-La Puebla de Arganzón,curious,,,,route,,,42.84610820934176,-2.673869859427214,Euskadi,Vitoria-Gasteiz,adult,in couple,427754762.0,-28228124.0,"La Puebla de ArganzÃ³n, Burgos, Spain",42.7754762,-2.8228124,"La Puebla de Arganzón, Burgos, España",N/A,N/A
3385,La Puebla de Arganzón-Briñas,adventurous,,,,route,,,,,Euskadi,Zambrana; Berantevilla,adult,in groups,426023759.0,-28334038.0,"26290 BriÃ±as, La Rioja, Spain",42.7666235,-2.8315584,"09294 La Puebla de Arganzón, Burgos, España",N/A,N/A
3386,Oarsoaldea,relax,,,,town,,,,,Euskadi,,old,in family,,,,43.29458030000001,-1.8903882,"Oarsoaldea, Gipuzkoa, España",N/A,N/A
3387,Urola Garaia,relax,,,,town,,,,,Euskadi,,young,in couple,43036041.0,-22630393.0,"Goierri, Gipuzkoa, Spain",43.036041,-2.2630393,"Goyerri, Gipuzkoa, España",N/A,N/A
3388,"Balmaseda, Artziniega y Orduña",relax,,,,route,,,,,Euskadi,Artziniega; Urduña/Orduña; Balmaseda,young,alone,429938493.0,-30101005.0,"48460 OrduÃ±a-UrduÃ±a, Biscay, Spain",43.1924561,-3.1986805,"48800 Balmaseda, Vizcaya, España",N/A,N/A
3389,"Villanañe, Tuesta, Salinas de Añana y Parque Natural de Gorbeia",relax,,,,route,,,,,Euskadi,Salinas de Añana/Gesaltza Añana; Tuesta; Villanañe,young,in groups,428367467.0,-30707682.0,"01426 VillanaÃ±e, Ãlava, Spain",,,,,
3390,"Zumarraga, Ezkio-Itsaso y Legazpi",adventurous,,,,route,,,,,Euskadi,Zumarraga; Ezkio; Legazpi,young,alone,430819322.0,-22741831.0,"20709 Ezkio-Itsaso, Gipuzkoa, Spain",43.085954,-2.3147677,"20700 Zumárraga, Gipuzkoa, España",N/A,N/A
3391,Tierra ignaciana: los tres templos,relax,,,,route,,,,,Euskadi,Oñati; Legazpi; Ezkio; Azpeitia; Zumarraga,adult,in family,,,,43.1272255,-3.1356484,"Arteko Aldapa, 2, 01474 Artziniega, Araba, España",4.6,N/A
3392,"Areatza, Otxandio, Salvatierra y Segura",relax,,,,route,,,,,Euskadi,Agurain/Salvatierra; Segura; Otxandio; Areatza,old,in groups,430430773.0,-26553349.0,"48210 Otxandio, Biscay, Spain",43.121255,-2.7697412,"Areaza, Vizcaya, España",N/A,N/A
3393,"Idiazabal, Beasain, Tolosa y Azpeita",relax,,,,route,,,,,Euskadi,Idiazabal; Tolosa; Beasain; Azpeitia,adult,in family,43011723.0,-22341217.0,"20213 Idiazabal, Gipuzkoa, Spain",,,,,
3394,"Elgoibar, Durango y Elorrio",curious,,,,route,,,,,Euskadi,Elgoibar; Elorrio; Durango,old,alone,4312955890000000.0,-25423293.0,"48230 Elorrio, Biscay, Spain",43.12955890000001,-2.5423293,"48230 Elorrio, Vizcaya, España",N/A,N/A
3395,"Bergara, Oñati y Leintz-Gatzaga",relax,,,,route,,,,,Euskadi,Bergara; Leintz-Gatzaga; Oñati,old,in groups,429868191.0,-25684044.0,"20530 Leintz Gatzaga, Gipuzkoa, Spain",42.9868191,-2.5684044,"20530 Salinas de Léniz, Gipuzkoa, España",N/A,N/A
3396,San Sebastián y Hondarribia,adventurous,,,,route,,,,,Euskadi,Igeldo; Donostia / San Sebastián,young,alone,433708434.0,-18001488.0,"Hondarribia, Gipuzkoa, Spain",43.3708434,-1.8001488,"Hondarribia, Gipuzkoa, España",N/A,N/A
3397,"Orio, Zarautz, Getaria, Zumaia, Deba y Mutriku",relax,,,,route,,,,,Euskadi,Zumaia; Zarautz; Orio; Getaria; Mutriku; Deba,young,in couple,433077339.0,-22021494.0,"Getaria, Gipuzkoa, Spain",,,,,
3398,La ruta de los pueblos con encanto,adventurous,,,,route,,,,,Euskadi,Beasain; Elgoibar; Idiazabal; Oñati; Leintz-Gatzaga; Segura; Tolosa; Bergara; Durango; Elorrio; Otxandio; Urduña/Orduña; Balmaseda; Areatza; Azpeitia; Villanañe; Tuesta; Agurain/Salvatierra; Artziniega; Salinas de Añana/Gesaltza Añana,old,in family,,,,43.0621054,-2.8338536,"Unnamed Road, 48410 Orozko, Biscay, España",4.4,N/A
3399,"Ondarroa, Lekeitio, Elantxobe, Mundaka y Bakio",relax,,,,route,,,,,Euskadi,Mundaka; Ondarroa; Lekeitio; Elantxobe,young,in groups,43403103.0,-26397102.0,"48310 Elantxobe, Biscay, Spain",,,,,
3400,"Lemoiz, Plentzia, Sopela y Bilbao",curious,,,,route,,,,,Euskadi,Bilbao; Plentzia,adult,in groups,432671228.0,-29158582.0,"Plentzia Kalea, 48007 Bilbo, Bizkaia, Spain",43.4129291,-2.9026256,"48620 Lemóiz, Vizcaya, España",N/A,N/A
3401,Buscando la gran ola,relax,,,,route,,,,,Euskadi,Deba; Getaria; Mutriku; Orio; Donostia / San Sebastián; Zarautz; Zumaia; Bilbao; Elantxobe; Lekeitio; Mundaka; Ondarroa; Plentzia,old,in family,,,,,,,,
3402,"Carranza, Sopuerta y Balmaseda",relax,,,,route,,,,,Euskadi,Balmaseda,old,in couple,4327426819999990.0,-31568245.0,"48190 Sopuerta, Biscay, Spain",43.27426819999999,-3.1568245,"48190 Sopuerta, Vizcaya, España",N/A,N/A
3403,Bermeo y Gernika,curious,,,,route,,,,,Euskadi,Gernika-Lumo; Bermeo,adult,in family,43311373.0,-26808403.0,"48300 Guernica, Biscay, Spain",43.311373,-2.6808403,"48300 Guernica y Luno, Vizcaya, España",N/A,N/A
3404,"Mutriku, Deba, Zumaia, Zarautz, Getaria, Orio y San Sebastián",relax,,,,route,,,,,Euskadi,Orio; Donostia / San Sebastián; Zarautz; Deba; Mutriku; Getaria; Zumaia,old,in family,43279531.0,-21290671.0,"20810 Orio, Gipuzkoa, Spain",,,,,
3405,"San Sebastián, Astigarraga y Tolosa",relax,,,,route,,,,,Euskadi,Astigarraga; Tolosa; Donostia / San Sebastián,old,in couple,43280929.0,-19484098.0,"20115 Astigarraga, Gipuzkoa, Spain",43.1347544,-2.0750946,"20400 Tolosa, Gipuzkoa, España",N/A,N/A
3406,Euskadi en familia,adventurous,,,,route,,,,,Euskadi,Vitoria-Gasteiz; Balmaseda; Getaria; Mutriku; Orio; Igeldo; Donostia / San Sebastián; Tolosa; Zarautz; Zumaia; Astigarraga; Bermeo; Bilbao; Gernika-Lumo; Deba,old,in groups,429896248.0,-26189273.0,"Basque Country, Spain",43.26293099999999,-2.9373491,"Atxukarro Doktorearen Kalea, 6, 48011 Bilbo, Bizkaia, España",5,N/A
3407,San Sebastián y Bilbao,relax,,,,route,,,,,Euskadi,Bilbao; Donostia / San Sebastián,old,alone,432630126.0,-29349852.0,"Bilbao, Biscay, Spain",,,,,
3408,"Bilbao, Getxo y Portugalete",relax,,,,route,,,,,Euskadi,Bilbao; Portugalete,young,in family,433182479.0,-30211969.0,"Portugalete, Biscay, Spain",43.3182479,-3.0211969,"Portugalete, Vizcaya, España",N/A,N/A
3409,Descubriendo las tres capitales,relax,,,,route,,,,,Euskadi,Vitoria-Gasteiz; Donostia / San Sebastián; Portugalete; Bilbao,young,alone,,,,,,,,
3410,Gernika y Bakio,adventurous,,,,route,,,,,Euskadi,Gernika-Lumo,old,in couple,43311373.0,-26808403.0,"48300 Guernica, Biscay, Spain",43.311373,-2.6808403,"48300 Guernica y Luno, Vizcaya, España",N/A,N/A
3411,Pueblos pesqueros de la Costa Vasca y San Sebastián,relax,,,,route,,,,,Euskadi,Elantxobe; Deba; Zumaia; Zarautz; Donostia / San Sebastián; Getaria; Lekeitio; Ondarroa; Ea,young,in couple,43318334.0,-19812313.0,"Donostia-San Sebastian, Gipuzkoa, Spain",43.318334,-1.9812313,"San Sebastián, Gipuzkoa, España",N/A,N/A
3412,"Pasaia, Hondarribia y Astigarraga",relax,,,,route,,,,,Euskadi,Astigarraga,adult,in family,43280929.0,-19484098.0,"20115 Astigarraga, Gipuzkoa, Spain",43.280929,-1.9484098,"20115 Astigarraga, Gipuzkoa, España",N/A,N/A
3413,Tolosa y Ordizia,adventurous,,,,route,,,,,Euskadi,Ordizia; Tolosa,old,in groups,430542139.0,-21781902.0,"Ordizia, Gipuzkoa, Spain",43.0542139,-2.1781902,"Ordizia, Gipuzkoa, España",N/A,N/A
3414,Salinas de Añana y Vitoria-Gasteiz,adventurous,,,,route,,,,,Euskadi,Vitoria-Gasteiz; Salinas de Añana/Gesaltza Añana,young,in couple,428531869.0,-26732421.0,"Vitoria-Gasteiz, Ãlava, Spain",42.800448,-2.9833383,"Revilla Kalea, 10, 01426 Gesaltza Añana, Araba, España",4.7,N/A
3415,"Labastida, Elciego y Laguardia",adventurous,,,,route,,,,,Euskadi,Laguardia; Elciego; Labastida/Bastida,adult,in couple,425149608.0,-26185459.0,"01340 Eltziego, Ãlava, Spain",42.5111014,-2.6288523,"Elciego, Álava, España",N/A,N/A
3416,Rutas con tenedor y cuchara,relax,,,,route,,,,,Euskadi,Elciego; Ondarroa; Laguardia; Salinas de Añana/Gesaltza Añana; Vitoria-Gasteiz; Deba; Getaria; Donostia / San Sebastián; Tolosa; Ordizia; Zarautz; Zumaia; Astigarraga; Bilbao; Ea; Elantxobe; Gernika-Lumo; Lekeitio; Labastida/Bastida,adult,alone,,,,43.0501925,-2.7131148,"Zubizabala Erreka, Altzusta, Bizkaia, España",4.7,N/A
3417,"Rioja Alavesa, Salinas de Añana y Vitoria-Gasteiz",relax,,,,route,,,,,Euskadi,Laguardia; Vitoria-Gasteiz; Salinas de Añana/Gesaltza Añana,adult,alone,428024433.0,-29856812.0,"01426 Gesaltza AÃ±ana, Araba, Spain",42.8004459,-2.9832402,"Real Kalea, 32, 01426 Gesaltza Añana, Araba, España",4.6,N/A
3418,"San Sebastián, Astigarraga y Hernani",relax,,,,route,,,,,Euskadi,Hernani; Donostia / San Sebastián; Astigarraga,adult,in couple,43280929.0,-19484098.0,"20115 Astigarraga, Gipuzkoa, Spain",43.280929,-1.9484098,"20115 Astigarraga, Gipuzkoa, España",N/A,N/A
3419,"Valle de Ayala y Alto Nervión, Balmaseda y Bilbao",relax,,,,route,,,,,Euskadi,Artziniega; Balmaseda; Amurrio; Bilbao,adult,alone,432630126.0,-29349852.0,"Bilbao, Biscay, Spain",,,,,
3420,"Tolosa, Zaldibia, Ordizia, Idiazabal y Ezkio-Itsaso",curious,,,,route,,,,,Euskadi,Zaldibia; Idiazabal; Tolosa; Ordizia,young,in family,43011723.0,-22341217.0,"20213 Idiazabal, Gipuzkoa, Spain",,,,,
3421,"Hondarribia, Pasaia y San Sebastián",relax,,,,route,,,,,Euskadi,Donostia / San Sebastián,adult,in groups,4332547030000000.0,-19301396.0,"Pasaia, Gipuzkoa, Spain",43.32547030000001,-1.9301396,"Pasajes, Gipuzkoa, España",N/A,N/A
3422,"San Sebastián, Orio, Zarautz y Getaria",relax,,,,route,,,,,Euskadi,Getaria; Orio; Zarautz; Donostia / San Sebastián,old,alone,43279531.0,-21290671.0,"20810 Orio, Gipuzkoa, Spain",43.279531,-2.1290671,"20810 Orio, Gipuzkoa, España",N/A,N/A
3423,"Zumaia, Deba y Mutriku",relax,,,,route,,,,,Euskadi,Mutriku; Zumaia; Deba,old,in family,43296302.0,-23523692.0,"20820 Deba, Gipuzkoa, Spain",43.296302,-2.3523692,"20820 Deva, Gipuzkoa, España",N/A,N/A
3424,"Ondarroa, Lekeitio, Ea y Elantxobe",curious,,,,route,,,,,Euskadi,Ea; Lekeitio; Ondarroa; Elantxobe,young,in family,43403103.0,-26397102.0,"48310 Elantxobe, Biscay, Spain",43.403103,-2.6397102,"48310 Elanchove, Vizcaya, España",N/A,N/A
3425,Gernika y Mundaka,relax,,,,route,,,,,Euskadi,Mundaka; Gernika-Lumo,old,in family,43408017.0,-27002508.0,"48360 Mundaka, Biscay, Spain",43.408017,-2.7002508,"48360 Mundaca, Vizcaya, España",N/A,N/A
3426,"Bermeo, Bakio, Gorliz y Plentzia",curious,,,,route,,,,,Euskadi,Plentzia; Bermeo,old,in couple,434188248.0,-27269756.0,"48370 Bermeo, Biscay, Spain",43.4046859,-2.9464435,"Plencia, Vizcaya, España",N/A,N/A
3427,"Getxo, Portugalete y Bilbao",adventurous,,,,route,,,,,Euskadi,Portugalete; Bilbao,old,in couple,433182479.0,-30211969.0,"Portugalete, Biscay, Spain",43.3182479,-3.0211969,"Portugalete, Vizcaya, España",N/A,N/A
3428,Cuando Euskadi se asoma al mar,relax,,,,route,,,,,Euskadi,Deba; Portugalete; Getaria; Mutriku; Orio; Donostia / San Sebastián; Zarautz; Zumaia; Bermeo; Bilbao; Ea; Elantxobe; Gernika-Lumo; Lekeitio; Mundaka; Ondarroa; Plentzia,adult,in family,429896248.0,-26189273.0,"Basque Country, Spain",,,,,
3429,"Pasaia, Usurbil, Hernani, Astigarraga y Getaria",relax,,,,route,,,,,Euskadi,Getaria; Hernani; Pasai San Pedro; Pasai Donibane; Usurbil; Astigarraga,adult,in family,432714405.0,-20498543.0,"20170 Usurbil, Gipuzkoa, Spain",,,,,
3430,Saborea Euskadi en cuatro días,relax,,,,route,,,,,Euskadi,Amurrio; Artziniega; Balmaseda; Bilbao; Astigarraga; Zaldibia; Ordizia; Tolosa; Donostia / San Sebastián; Idiazabal; Hernani; Laguardia; Salinas de Añana/Gesaltza Añana; Vitoria-Gasteiz,old,in couple,429896248.0,-26189273.0,"Basque Country, Spain",40.428898,-3.7203427,"C. de Ferraz, 43, 28008 Madrid, España",5,N/A
3431,"Gernika, Bermeo y Bakio",curious,,,,route,,,,,Euskadi,Gernika-Lumo; Lekeitio; Ondarroa; Bermeo,adult,alone,43427173.0,-28126769.0,"Bakio, Biscay, Spain",43.3372772,-2.6586401,"Gernika-Bermeo, Vizcaya, España",N/A,N/A
3432,Los sabores de la Costa Vasca,relax,,,,route,,,,,Euskadi,Usurbil; Donostia / San Sebastián; Hernani; Gernika-Lumo; Bilbao; Bermeo; Astigarraga; Getaria,adult,in family,4331253239999990.0,-24703057.0,"Euskal Herriko kosta, Spain",43.31253239999999,-2.4703057,"Costa Vasca, España",N/A,N/A
3433,"Valle de Ayala y Alto Nervión, Bakio y Gernika",adventurous,,,,route,,,,,Euskadi,Gernika-Lumo; Urduña/Orduña; Laudio/Llodio; Amurrio,old,in groups,43311373.0,-26808403.0,"48300 Guernica, Biscay, Spain",,,,,
3434,"Gernika, Zumaia, Getaria, Zarautz y Orio",adventurous,,,,route,,,,,Euskadi,Zarautz; Zumaia; Orio; Getaria; Gernika-Lumo,young,alone,43311373.0,-26808403.0,"48300 Guernica, Biscay, Spain",,,,,
3435,San Sebastián y Astigarraga,adventurous,,,,route,,,,,Euskadi,Astigarraga,old,in couple,43280929.0,-19484098.0,"20115 Astigarraga, Gipuzkoa, Spain",43.280929,-1.9484098,"20115 Astigarraga, Gipuzkoa, España",N/A,N/A
3436,"A cada paso, un vino",relax,,,,route,,,,,Euskadi,Amurrio; Urduña/Orduña; Labastida/Bastida; Laguardia; Laudio/Llodio; Samaniego; Getaria; Orio; Donostia / San Sebastián; Zarautz; Zumaia; Astigarraga; Gernika-Lumo; Elciego,young,in groups,,,,,,,,
3437,"San Sebastián, Segura, Zerain, Zegama y Oñati",curious,,,,route,,,,,Euskadi,Segura; Donostia / San Sebastián; Oñati; Zerain; Zegama,old,in couple,4301127169999990.0,-22725799.0,"20214 Zerain, Gipuzkoa, Spain",,,,,
3438,Hernani - Bidania,relax,,,,route,,,,,Euskadi,Hernani; Asteasu,adult,alone,4326579280000000.0,-19768497.0,"20120 Hernani, Gipuzkoa, Spain",43.26579280000001,-1.9768497,"20120 Hernani, Gipuzkoa, España",N/A,N/A
3439,Bidania-Zegama,relax,,,,route,,,,,Euskadi,Mutiloa; Ormaiztegi; Zerain; Zegama; Albiztur,young,in couple,429759169.0,-22909896.0,"20215 Zegama, Gipuzkoa, Spain",,,,,
3440,Parque Natural de Izki y Parque Natural de Gorbeia,relax,,,,route,,,,,Euskadi,Korres; Sarria,young,in groups,43030613.0,-2824787.0,"Gorbeiako parke naturala, Termino Lekanda, s/n, 01139 Sarria, Araba, Spain",42.6993106,-2.4335628,"C. Afuera, s/n, 01129 Corres, Álava, España",4.6,N/A
3441,"Gernika, Bosque de Oma y Bilbao",adventurous,,,,route,,,43.31323497794288,-2.679247856140137,Euskadi,Gernika-Lumo,adult,in couple,432630126.0,-29349852.0,"Bilbao, Biscay, Spain",43.3384065,-2.6370153,"Oma, Valle de, 48315 Kortezubi, Bizkaia, España",4.2,N/A
3442,Bilbao-Balmaseda,relax,,,,route,,,,,Euskadi,Alonsotegi; Bilbao; Balmaseda; Güeñes,adult,in couple,431924561.0,-31986805.0,"48800 Balmaseda, Biscay, Spain",,,,,
3443,Diez razones para volver,adventurous,,,,route,,,,,Euskadi,Vitoria-Gasteiz; Sarria; Zegama; Zerain; Oñati; Donostia / San Sebastián; Segura; Bilbao; Gernika-Lumo; Portugalete; Elciego; Labastida/Bastida; Laguardia; Korres; Labraza,young,in couple,,,,,,,,
